cliente_id,region,plan,canal_atencion,tipo_cliente,satisfaccion,meses_activo
41376,Antofagasta,Básico,App,Empresarial,4.0,12
41377,Coquimbo,Estándar,Sucursal,Residencial,4.4,37
41378,Metropolitana,Básico,Telefónico,Residencial,8.6,56
41379,Biobío,Estándar,App,Pyme,9.0,8
41380,Maule,Básico,Telefónico,Residencial,10,38
41381,O_Higgins,Empresarial,Sucursal,Residencial,6.0,84
41382,Antofagasta,Básico,Telefónico,Empresarial,6.4,2
41383,Atacama,Básico,Telefónico,Pyme,7.4,22
41384,Atacama,Básico,App,Empresarial,8.0,49
41385,Atacama,Premium,Telefónico,Residencial,4.9,7
41386,Los Lagos,Básico,Sucursal,Pyme,7.7,66
41387,Antofagasta,Básico,Web,Residencial,8.6,37
41388,Coquimbo,Básico,Web,Residencial,6.4,5
41389,Metropolitana,Estándar,Sucursal,Residencial,6.4,72
41390,Atacama,Empresarial,Sucursal,Empresarial,7.7,9
41391,Araucanía,Básico,App,Empresarial,7.9,60
41392,Los Lagos,Premium,Telefónico,Residencial,6.5,13
41393,O_Higgins,Empresarial,Sucursal,Residencial,8.0,29
41394,O_Higgins,Básico,App,Residencial,8.2,35
41395,Araucanía,Básico,Web,Empresarial,7.5,79
41396,Biobío,Básico,Web,Residencial,6.1,72
41397,Atacama,Premium,Web,Empresarial,9.0,28
41398,Valparaíso,Estándar,Sucursal,Residencial,4.9,48
41399,Araucanía,Básico,Web,Empresarial,7.3,79
41400,Atacama,Básico,Telefónico,Residencial,9.4,64
41401,Maule,Empresarial,Telefónico,Pyme,9.7,33
41402,O_Higgins,Premium,Telefónico,Empresarial,9.2,75
41403,Los Lagos,Básico,Web,Empresarial,9.5,26
41404,Valparaíso,Estándar,Web,Residencial,4.9,7
41405,Antofagasta,Empresarial,Sucursal,Empresarial,4.7,40
41406,Araucanía,Empresarial,Sucursal,Empresarial,6.4,52
41407,Maule,Estándar,App,Residencial,7.1,19
41408,O_Higgins,Básico,Telefónico,Residencial,7.8,4
41409,Antofagasta,Estándar,Telefónico,Empresarial,6.6,44
41410,Atacama,Estándar,Web,Residencial,8.3,25
41411,Araucanía,Básico,Telefónico,Residencial,5.3,44
41412,Maule,Básico,App,Empresarial,4.3,78
41413,Coquimbo,Empresarial,App,Pyme,8.9,1
41414,Coquimbo,Básico,Web,Residencial,7.6,52
41415,Maule,Empresarial,Web,Residencial,9.4,12
41416,Valparaíso,Básico,Telefónico,Pyme,1.1,30
41417,Antofagasta,Estándar,App,Empresarial,10,81
41418,Los Lagos,Básico,Sucursal,Residencial,9.1,67
41419,O_Higgins,Básico,Web,Residencial,7.4,3
41420,Metropolitana,Premium,Web,Empresarial,6.7,79
41421,Atacama,Básico,Telefónico,Pyme,7.6,16
41422,Antofagasta,Premium,Web,Residencial,6.6,37
41423,Araucanía,Premium,Telefónico,Residencial,4.4,24
41424,Los Lagos,Estándar,App,Empresarial,7.6,8
41425,Metropolitana,Estándar,Sucursal,Residencial,7.8,56
41426,Coquimbo,Básico,Sucursal,Residencial,7.7,81
41427,Los Lagos,Básico,Web,Residencial,8.3,10
41428,Antofagasta,Básico,Web,Residencial,8.2,63
41429,Valparaíso,Básico,Sucursal,Residencial,5.2,45
41430,Valparaíso,Básico,Sucursal,Residencial,9.4,61
41431,Araucanía,Estándar,App,Residencial,6.6,75
41432,Los Lagos,Premium,App,Residencial,5.6,12
41433,Antofagasta,Básico,App,Residencial,8.3,48
41434,Coquimbo,Premium,Sucursal,Residencial,7.3,5
41435,Araucanía,Premium,App,Empresarial,5.8,15
41436,Biobío,Básico,Sucursal,Empresarial,10,22
41437,Metropolitana,Estándar,App,Empresarial,5.9,67
41438,Coquimbo,Premium,Web,Residencial,6.1,46
41439,Araucanía,Básico,App,Residencial,9.7,5
41440,Maule,Básico,Sucursal,Residencial,6.6,78
41441,Maule,Estándar,Web,Residencial,8.5,20
41442,Antofagasta,Básico,Web,Residencial,3.6,32
41443,Los Lagos,Estándar,Telefónico,Residencial,6.6,26
41444,Antofagasta,Básico,Telefónico,Residencial,6.1,49
41445,Metropolitana,Estándar,App,Empresarial,8.5,83
41446,Antofagasta,Básico,Web,Residencial,5.4,33
41447,Araucanía,Básico,Web,Pyme,5.9,41
41448,Valparaíso,Básico,App,Residencial,10,36
41449,Atacama,Premium,Telefónico,Empresarial,10,11
41450,Coquimbo,Empresarial,Telefónico,Empresarial,7.9,67
41451,Atacama,Básico,Sucursal,Residencial,7.5,63
41452,Araucanía,Premium,Sucursal,Residencial,9.5,84
41453,Maule,Estándar,Sucursal,Residencial,4.9,6
41454,Antofagasta,Básico,Sucursal,Residencial,4.2,49
41455,Araucanía,Básico,Web,Residencial,6.5,45
41456,Atacama,Empresarial,App,Residencial,6.3,29
41457,Los Lagos,Empresarial,Telefónico,Residencial,8.9,40
41458,Biobío,Estándar,Web,Pyme,6.2,68
41459,Atacama,Estándar,Telefónico,Residencial,8.6,66
41460,Maule,Estándar,Sucursal,Pyme,8.7,24
41461,Los Lagos,Estándar,Sucursal,Empresarial,5.3,36
41462,Maule,Básico,Telefónico,Residencial,10,18
41463,Atacama,Básico,App,Pyme,8.4,57
41464,Biobío,Básico,Telefónico,Empresarial,8.3,69
41465,Atacama,Premium,Sucursal,Residencial,7.3,21
41466,Coquimbo,Premium,Web,Empresarial,7.9,36
41467,Coquimbo,Básico,Sucursal,Residencial,10,47
41468,Los Lagos,Estándar,Sucursal,Residencial,8.2,39
41469,Atacama,Básico,App,Residencial,6.3,66
41470,Los Lagos,Básico,App,Residencial,5.4,72
41471,Los Lagos,Básico,Sucursal,Pyme,6.6,5
41472,Maule,Estándar,Web,Residencial,3.3,17
41473,Coquimbo,Estándar,Web,Empresarial,6.8,35
41474,Antofagasta,Básico,Telefónico,Empresarial,7.8,76
41475,Araucanía,Estándar,Telefónico,Residencial,9.3,20
41476,Coquimbo,Básico,Sucursal,Pyme,6.4,36
41477,Atacama,Estándar,Web,Empresarial,7.0,3
41478,Metropolitana,Básico,Sucursal,Residencial,6.4,55
41479,Antofagasta,Básico,Telefónico,Residencial,7.8,64
41480,Biobío,Estándar,Sucursal,Residencial,9.7,71
41481,Araucanía,Básico,Sucursal,Residencial,5.5,6
41482,Antofagasta,Premium,Telefónico,Empresarial,4.4,55
41483,Valparaíso,Premium,Web,Residencial,3.5,65
41484,Metropolitana,Básico,Sucursal,Residencial,5.3,34
41485,Maule,Estándar,Sucursal,Residencial,9.2,57
41486,Atacama,Básico,Telefónico,Residencial,8.2,72
41487,Atacama,Empresarial,Web,Pyme,6.1,80
41488,Valparaíso,Básico,App,Empresarial,7.6,8
41489,Maule,Empresarial,Telefónico,Residencial,7.7,43
41490,Araucanía,Estándar,Telefónico,Empresarial,9.9,61
41491,Los Lagos,Empresarial,Telefónico,Pyme,9.3,46
41492,Maule,Básico,Telefónico,Pyme,7.1,15
41493,Maule,Premium,Telefónico,Empresarial,8.0,72
41494,Coquimbo,Empresarial,App,Residencial,7.8,39
41495,Biobío,Básico,App,Empresarial,6.1,9
41496,Metropolitana,Empresarial,Sucursal,Residencial,6.2,4
41497,Atacama,Estándar,Web,Residencial,8.0,36
41498,Antofagasta,Premium,Web,Empresarial,7.7,47
41499,Antofagasta,Básico,App,Residencial,3.6,39
41500,Coquimbo,Básico,Web,Residencial,6.9,21
41501,Biobío,Premium,Web,Residencial,3.2,84
41502,Coquimbo,Básico,Sucursal,Residencial,5.7,37
41503,O_Higgins,Básico,Sucursal,Residencial,8.0,9
41504,Antofagasta,Estándar,Telefónico,Residencial,8.6,55
41505,Coquimbo,Estándar,Telefónico,Empresarial,7.3,19
41506,Araucanía,Estándar,Web,Residencial,8.1,33
41507,O_Higgins,Básico,Sucursal,Residencial,9.3,17
41508,Araucanía,Básico,Web,Residencial,9.7,67
41509,Biobío,Empresarial,Web,Residencial,6.1,7
41510,Maule,Estándar,Sucursal,Empresarial,7.7,27
41511,Los Lagos,Básico,Telefónico,Residencial,8.0,28
41512,Maule,Básico,Telefónico,Residencial,7.1,75
41513,Atacama,Básico,Sucursal,Pyme,6.6,69
41514,Araucanía,Empresarial,App,Residencial,6.2,14
41515,Atacama,Básico,App,Pyme,6.6,55
41516,Araucanía,Empresarial,Sucursal,Residencial,8.2,35
41517,Metropolitana,Estándar,Sucursal,Residencial,9.8,23
41518,Biobío,Básico,Telefónico,Residencial,8.4,11
41519,Atacama,Básico,Web,Pyme,8.6,70
41520,Araucanía,Empresarial,Web,Residencial,4.8,76
41521,Valparaíso,Empresarial,Web,Residencial,6.5,11
41522,Valparaíso,Estándar,Telefónico,Empresarial,7.0,7
41523,Antofagasta,Estándar,App,Empresarial,7.6,62
41524,Los Lagos,Básico,Telefónico,Empresarial,9.7,10
41525,Atacama,Premium,Sucursal,Empresarial,7.9,64
41526,Coquimbo,Básico,Sucursal,Residencial,4.7,71
41527,Maule,Básico,Telefónico,Residencial,7.8,71
41528,Coquimbo,Básico,Telefónico,Residencial,5.4,58
41529,Antofagasta,Premium,App,Residencial,7.1,19
41530,Atacama,Estándar,Telefónico,Residencial,6.9,16
41531,Coquimbo,Estándar,Sucursal,Residencial,9.2,5
41532,Maule,Básico,Sucursal,Residencial,9.1,42
41533,Coquimbo,Estándar,Sucursal,Residencial,5.3,1
41534,Coquimbo,Básico,Sucursal,Residencial,6.8,39
41535,Biobío,Básico,Sucursal,Pyme,4.4,32
41536,Coquimbo,Estándar,App,Empresarial,6.2,17
41537,Metropolitana,Estándar,Telefónico,Residencial,7.9,14
41538,Metropolitana,Empresarial,Sucursal,Residencial,5.3,72
41539,Atacama,Básico,Telefónico,Residencial,4.7,77
41540,Valparaíso,Premium,Web,Residencial,5.2,59
41541,Los Lagos,Básico,App,Pyme,6.8,44
41542,Atacama,Empresarial,App,Empresarial,9.0,64
41543,Metropolitana,Estándar,Web,Pyme,9.0,54
41544,Los Lagos,Estándar,Sucursal,Residencial,4.6,52
41545,Los Lagos,Premium,Telefónico,Residencial,8.7,80
41546,Maule,Básico,Telefónico,Residencial,5.8,19
41547,Valparaíso,Premium,Sucursal,Pyme,9.0,62
41548,Coquimbo,Premium,Sucursal,Residencial,5.1,34
41549,Biobío,Estándar,App,Empresarial,6.1,2
41550,Metropolitana,Básico,Telefónico,Residencial,5.7,82
41551,Metropolitana,Básico,Web,Pyme,10,3
41552,O_Higgins,Premium,App,Empresarial,8.0,53
41553,Biobío,Premium,Telefónico,Pyme,9.1,29
41554,Antofagasta,Empresarial,Telefónico,Residencial,8.0,83
41555,Biobío,Estándar,Sucursal,Residencial,5.6,16
41556,O_Higgins,Básico,Telefónico,Pyme,8.0,84
41557,Biobío,Premium,Telefónico,Residencial,8.4,10
41558,Biobío,Básico,App,Empresarial,6.5,35
41559,Araucanía,Estándar,Web,Residencial,7.0,6
41560,Araucanía,Empresarial,App,Pyme,6.3,50
41561,Metropolitana,Básico,Telefónico,Residencial,10,58
41562,Coquimbo,Básico,Web,Pyme,8.7,75
41563,Antofagasta,Estándar,Sucursal,Residencial,8.1,14
41564,Valparaíso,Básico,App,Residencial,5.8,38
41565,O_Higgins,Básico,Web,Residencial,3.9,1
41566,Valparaíso,Estándar,Web,Residencial,7.9,69
41567,Valparaíso,Premium,Sucursal,Pyme,7.2,46
41568,Metropolitana,Premium,Web,Residencial,5.1,31
41569,Araucanía,Premium,Sucursal,Empresarial,6.9,59
41570,Biobío,Estándar,Sucursal,Residencial,7.4,79
41571,O_Higgins,Premium,Sucursal,Pyme,7.9,68
41572,Los Lagos,Estándar,Telefónico,Empresarial,6.5,60
41573,Araucanía,Estándar,App,Residencial,7.9,71
41574,Antofagasta,Básico,App,Empresarial,9.3,12
41575,Valparaíso,Básico,App,Residencial,5.8,84
41576,Valparaíso,Empresarial,App,Empresarial,6.9,64
41577,Biobío,Empresarial,Web,Empresarial,7.2,52
41578,Metropolitana,Premium,Telefónico,Empresarial,8.8,12
41579,Los Lagos,Premium,Web,Residencial,8.8,6
41580,Metropolitana,Básico,Web,Pyme,6.4,42
41581,Biobío,Básico,Telefónico,Residencial,8.5,9
41582,Coquimbo,Empresarial,Telefónico,Residencial,6.7,1
41583,Antofagasta,Estándar,Web,Residencial,6.9,45
41584,Metropolitana,Empresarial,App,Residencial,7.2,16
41585,Araucanía,Básico,App,Residencial,5.5,53
41586,Antofagasta,Básico,Web,Residencial,5.3,69
41587,Los Lagos,Básico,App,Empresarial,4.5,20
41588,Valparaíso,Básico,Telefónico,Residencial,8.2,13
41589,Atacama,Básico,Telefónico,Residencial,10,71
41590,Atacama,Estándar,App,Empresarial,9.0,27
41591,Araucanía,Básico,App,Empresarial,6.0,43
41592,Maule,Premium,Web,Residencial,7.7,61
41593,Maule,Estándar,Sucursal,Residencial,7.2,26
41594,Maule,Básico,Web,Residencial,8.5,78
41595,Metropolitana,Básico,Web,Empresarial,9.3,55
41596,Coquimbo,Básico,Web,Pyme,8.1,18
41597,Los Lagos,Básico,Sucursal,Residencial,8.1,40
41598,Araucanía,Básico,App,Residencial,7.9,44
41599,Coquimbo,Básico,App,Empresarial,8.5,30
41600,Antofagasta,Premium,App,Empresarial,7.4,62
41601,Araucanía,Básico,App,Residencial,4.8,38
41602,Atacama,Empresarial,Web,Residencial,4.7,30
41603,Metropolitana,Premium,Telefónico,Pyme,5.2,30
41604,O_Higgins,Premium,Sucursal,Pyme,10,58
41605,Coquimbo,Estándar,App,Empresarial,4.6,22
41606,Los Lagos,Básico,Web,Residencial,10.0,66
41607,O_Higgins,Básico,Web,Empresarial,8.5,33
41608,Los Lagos,Estándar,Web,Residencial,6.8,22
41609,Coquimbo,Estándar,Sucursal,Residencial,4.4,38
41610,Araucanía,Premium,App,Residencial,5.5,77
41611,Metropolitana,Básico,Web,Empresarial,7.2,34
41612,Los Lagos,Premium,Telefónico,Pyme,5.9,52
41613,Atacama,Empresarial,Sucursal,Empresarial,7.9,84
41614,Metropolitana,Básico,App,Residencial,7.9,33
41615,Antofagasta,Premium,Telefónico,Empresarial,8.5,60
41616,Biobío,Básico,App,Pyme,6.4,22
41617,Los Lagos,Estándar,Sucursal,Residencial,6.5,69
41618,Biobío,Básico,App,Residencial,5.8,47
41619,O_Higgins,Básico,App,Empresarial,4.6,38
41620,Los Lagos,Estándar,Telefónico,Empresarial,10,29
41621,Antofagasta,Básico,Telefónico,Residencial,9.5,34
41622,Coquimbo,Estándar,App,Empresarial,8.6,1
41623,Atacama,Básico,Web,Pyme,7.7,68
41624,Coquimbo,Premium,Sucursal,Pyme,8.2,23
41625,Coquimbo,Empresarial,App,Residencial,6.2,44
41626,O_Higgins,Estándar,Sucursal,Empresarial,5.9,71
41627,Atacama,Básico,App,Empresarial,10,42
41628,Los Lagos,Básico,Telefónico,Residencial,8.9,39
41629,O_Higgins,Estándar,Web,Empresarial,7.7,78
41630,Araucanía,Básico,Telefónico,Residencial,6.5,52
41631,O_Higgins,Premium,Telefónico,Residencial,8.5,66
41632,Coquimbo,Empresarial,Telefónico,Residencial,7.6,51
41633,Coquimbo,Estándar,Web,Residencial,10,73
41634,Coquimbo,Empresarial,App,Residencial,7.2,44
41635,O_Higgins,Básico,Sucursal,Residencial,9.0,35
41636,Coquimbo,Estándar,App,Residencial,5.9,64
41637,Coquimbo,Básico,Telefónico,Residencial,8.7,29
41638,Biobío,Básico,Web,Pyme,6.4,53
41639,Coquimbo,Premium,Web,Empresarial,6.1,35
41640,Araucanía,Premium,App,Residencial,10,33
41641,Valparaíso,Estándar,Web,Residencial,8.9,30
41642,Maule,Premium,Telefónico,Empresarial,6.6,83
41643,Valparaíso,Premium,Sucursal,Residencial,6.7,57
41644,Metropolitana,Básico,App,Residencial,7.9,67
41645,Antofagasta,Estándar,Sucursal,Pyme,6.2,39
41646,Coquimbo,Estándar,Web,Empresarial,5.6,44
41647,O_Higgins,Estándar,Web,Residencial,8.1,46
41648,Antofagasta,Básico,App,Residencial,10,2
41649,Los Lagos,Básico,Sucursal,Residencial,6.4,75
41650,Atacama,Básico,Web,Empresarial,3.9,36
41651,Los Lagos,Estándar,Telefónico,Residencial,7.7,57
41652,Araucanía,Premium,Telefónico,Residencial,9.7,59
41653,Antofagasta,Empresarial,Sucursal,Residencial,6.4,75
41654,Metropolitana,Básico,Telefónico,Residencial,8.3,82
41655,O_Higgins,Premium,Web,Residencial,8.4,5
41656,Coquimbo,Estándar,Telefónico,Empresarial,7.1,64
41657,Los Lagos,Premium,Telefónico,Residencial,7.2,40
41658,O_Higgins,Empresarial,Sucursal,Empresarial,8.6,19
41659,Atacama,Empresarial,Web,Residencial,7.9,18
41660,Metropolitana,Estándar,Sucursal,Residencial,5.5,39
41661,Metropolitana,Básico,Telefónico,Residencial,8.2,69
41662,Los Lagos,Premium,Telefónico,Residencial,5.7,28
41663,Maule,Estándar,App,Residencial,7.0,40
41664,Antofagasta,Estándar,Sucursal,Residencial,6.2,47
41665,Araucanía,Estándar,Web,Residencial,8.1,74
41666,Maule,Premium,App,Residencial,5.5,7
41667,O_Higgins,Estándar,Telefónico,Residencial,7.7,10
41668,Metropolitana,Estándar,Web,Residencial,7.6,14
41669,Los Lagos,Básico,Telefónico,Pyme,5.3,36
41670,Los Lagos,Básico,Sucursal,Pyme,7.7,72
41671,Atacama,Básico,Web,Residencial,6.5,78
41672,Atacama,Básico,Web,Residencial,6.3,54
41673,O_Higgins,Básico,Telefónico,Residencial,7.0,13
41674,Araucanía,Premium,App,Empresarial,5.8,40
41675,Los Lagos,Empresarial,Sucursal,Residencial,6.2,12
41676,Biobío,Básico,Web,Residencial,8.8,61
41677,Biobío,Estándar,App,Residencial,5.4,45
41678,Araucanía,Empresarial,App,Residencial,6.0,77
41679,Biobío,Básico,Web,Residencial,5.0,68
41680,Maule,Básico,Sucursal,Residencial,7.3,63
41681,O_Higgins,Básico,Sucursal,Empresarial,9.4,8
41682,O_Higgins,Básico,Telefónico,Empresarial,10,14
41683,Metropolitana,Estándar,Telefónico,Residencial,6.4,72
41684,O_Higgins,Empresarial,Web,Residencial,5.3,19
41685,Los Lagos,Empresarial,Sucursal,Pyme,8.4,63
41686,Coquimbo,Empresarial,Telefónico,Residencial,9.3,51
41687,Los Lagos,Estándar,App,Residencial,5.8,3
41688,Valparaíso,Estándar,Web,Pyme,5.2,34
41689,O_Higgins,Básico,Web,Residencial,9.8,63
41690,Biobío,Premium,Sucursal,Pyme,9.4,54
41691,Antofagasta,Empresarial,App,Residencial,4.9,84
41692,Antofagasta,Premium,Telefónico,Pyme,5.8,35
41693,Los Lagos,Básico,Sucursal,Empresarial,4.0,48
41694,Los Lagos,Básico,App,Residencial,8.8,46
41695,Araucanía,Estándar,Web,Pyme,5.3,13
41696,Biobío,Básico,Telefónico,Empresarial,10,39
41697,Antofagasta,Empresarial,Telefónico,Residencial,6.3,50
41698,Araucanía,Estándar,Sucursal,Empresarial,5.3,29
41699,Valparaíso,Estándar,Web,Residencial,8.9,47
41700,O_Higgins,Básico,Telefónico,Empresarial,10,42
41701,Coquimbo,Básico,App,Residencial,10,68
41702,O_Higgins,Estándar,Sucursal,Residencial,6.4,28
41703,Valparaíso,Premium,Telefónico,Pyme,9.4,80
41704,Coquimbo,Estándar,Sucursal,Residencial,7.4,35
41705,Biobío,Estándar,App,Empresarial,9.1,80
41706,Coquimbo,Básico,App,Residencial,9.5,50
41707,Atacama,Básico,Telefónico,Residencial,6.9,73
41708,Coquimbo,Estándar,Web,Residencial,7.3,18
41709,Coquimbo,Premium,Sucursal,Residencial,8.6,82
41710,Coquimbo,Estándar,App,Residencial,5.9,34
41711,Metropolitana,Empresarial,Telefónico,Pyme,8.4,63
41712,Metropolitana,Básico,Sucursal,Residencial,6.3,3
41713,Metropolitana,Básico,Telefónico,Empresarial,8.4,71
41714,Antofagasta,Estándar,Web,Pyme,5.1,74
41715,Valparaíso,Estándar,Sucursal,Residencial,8.7,24
41716,Los Lagos,Estándar,App,Residencial,8.2,66
41717,Valparaíso,Premium,Sucursal,Residencial,4.9,70
41718,Coquimbo,Básico,Telefónico,Pyme,9.1,83
41719,Antofagasta,Premium,Web,Residencial,3.9,10
41720,Maule,Básico,Telefónico,Empresarial,6.0,12
41721,Valparaíso,Estándar,Web,Residencial,4.9,67
41722,Biobío,Empresarial,Sucursal,Empresarial,8.2,79
41723,Coquimbo,Empresarial,Web,Residencial,7.9,50
41724,Los Lagos,Estándar,Web,Empresarial,7.5,77
41725,O_Higgins,Estándar,Sucursal,Residencial,9.0,63
41726,Maule,Estándar,App,Empresarial,7.7,47
41727,Coquimbo,Básico,Sucursal,Residencial,7.6,73
41728,Maule,Estándar,Telefónico,Residencial,8.6,78
41729,O_Higgins,Premium,App,Residencial,5.7,51
41730,Maule,Estándar,App,Empresarial,7.4,11
41731,Biobío,Premium,Sucursal,Residencial,4.7,73
41732,Araucanía,Básico,App,Residencial,5.8,77
41733,Antofagasta,Empresarial,Sucursal,Pyme,7.4,69
41734,Antofagasta,Estándar,App,Residencial,6.0,71
41735,Atacama,Estándar,App,Residencial,3.8,46
41736,Valparaíso,Estándar,Web,Residencial,7.4,25
41737,Antofagasta,Estándar,App,Empresarial,5.6,13
41738,Biobío,Básico,App,Residencial,5.7,32
41739,Maule,Básico,Web,Pyme,6.0,17
41740,Valparaíso,Básico,Web,Residencial,4.2,8
41741,Maule,Premium,Sucursal,Residencial,5.1,59
41742,Valparaíso,Estándar,App,Empresarial,10,54
41743,Los Lagos,Básico,Sucursal,Residencial,7.1,41
41744,Coquimbo,Empresarial,Telefónico,Empresarial,5.3,10
41745,Los Lagos,Empresarial,Telefónico,Empresarial,8.4,14
41746,Atacama,Empresarial,Sucursal,Residencial,9.6,21
41747,Antofagasta,Básico,Sucursal,Empresarial,6.2,37
41748,Biobío,Estándar,App,Empresarial,6.4,49
41749,Valparaíso,Empresarial,Sucursal,Empresarial,9.3,64
41750,Coquimbo,Estándar,Web,Residencial,8.3,57
41751,Biobío,Básico,Web,Empresarial,4.4,21
41752,Araucanía,Premium,Telefónico,Residencial,4.6,62
41753,Coquimbo,Estándar,Web,Residencial,4.5,83
41754,O_Higgins,Básico,Telefónico,Residencial,7.3,25
41755,Maule,Estándar,App,Pyme,8.7,67
41756,Maule,Estándar,App,Empresarial,6.6,25
41757,Biobío,Empresarial,Web,Residencial,6.4,56
41758,Antofagasta,Básico,Sucursal,Residencial,6.4,75
41759,O_Higgins,Básico,App,Residencial,5.7,25
41760,Antofagasta,Estándar,Sucursal,Pyme,9.3,18
41761,Araucanía,Estándar,App,Residencial,7.5,9
41762,Biobío,Básico,Web,Residencial,10,46
41763,Araucanía,Premium,Sucursal,Pyme,4.2,67
41764,Metropolitana,Básico,Sucursal,Residencial,6.4,28
41765,Valparaíso,Estándar,App,Residencial,7.2,8
41766,O_Higgins,Básico,Web,Residencial,8.7,29
41767,Maule,Básico,Sucursal,Residencial,8.6,63
41768,Metropolitana,Básico,Telefónico,Pyme,6.9,47
41769,Antofagasta,Premium,App,Residencial,7.9,47
41770,Los Lagos,Básico,App,Residencial,6.4,49
41771,Antofagasta,Empresarial,Web,Residencial,6.1,50
41772,Maule,Básico,Telefónico,Residencial,8.9,72
41773,Biobío,Básico,Telefónico,Residencial,8.0,37
41774,Araucanía,Estándar,Sucursal,Residencial,3.8,18
41775,Antofagasta,Premium,Sucursal,Residencial,7.8,49
41776,Coquimbo,Básico,Telefónico,Residencial,7.5,68
41777,Maule,Estándar,Web,Empresarial,8.9,55
41778,Maule,Básico,Telefónico,Empresarial,5.2,60
41779,Antofagasta,Premium,Sucursal,Residencial,7.6,33
41780,Los Lagos,Premium,Web,Pyme,6.8,69
41781,Biobío,Básico,Sucursal,Pyme,8.0,34
41782,Atacama,Básico,App,Pyme,9.2,4
41783,Metropolitana,Estándar,App,Empresarial,6.6,44
41784,Metropolitana,Estándar,Web,Residencial,8.6,31
41785,Antofagasta,Premium,Telefónico,Residencial,4.7,77
41786,Metropolitana,Premium,Telefónico,Pyme,6.7,74
41787,Los Lagos,Básico,Telefónico,Empresarial,9.3,84
41788,Metropolitana,Premium,Web,Empresarial,7.2,25
41789,Maule,Premium,Telefónico,Residencial,8.9,30
41790,Metropolitana,Empresarial,Telefónico,Pyme,8.3,47
41791,Maule,Estándar,Web,Residencial,6.0,37
41792,Araucanía,Básico,Telefónico,Residencial,6.2,5
41793,Biobío,Básico,Sucursal,Empresarial,6.9,64
41794,Antofagasta,Empresarial,Sucursal,Pyme,7.2,26
41795,Biobío,Básico,App,Residencial,7.1,1
41796,Valparaíso,Básico,Web,Residencial,9.0,48
41797,Antofagasta,Básico,Sucursal,Residencial,5.5,76
41798,Metropolitana,Empresarial,Telefónico,Empresarial,7.3,76
41799,Coquimbo,Básico,Web,Empresarial,7.1,33
41800,Biobío,Premium,Sucursal,Residencial,8.0,11
41801,Biobío,Empresarial,App,Residencial,6.5,7
41802,Atacama,Básico,Telefónico,Residencial,8.2,82
41803,Metropolitana,Estándar,App,Pyme,7.2,70
41804,Antofagasta,Estándar,Sucursal,Residencial,7.4,1
41805,Biobío,Premium,Sucursal,Residencial,5.0,64
41806,Atacama,Empresarial,Sucursal,Empresarial,6.0,15
41807,Biobío,Premium,Web,Empresarial,6.5,41
41808,Araucanía,Premium,Web,Pyme,10,20
41809,Araucanía,Básico,App,Empresarial,6.2,82
41810,Los Lagos,Básico,App,Residencial,7.4,52
41811,Biobío,Básico,Sucursal,Empresarial,9.2,11
41812,Maule,Básico,Sucursal,Residencial,8.0,3
41813,Metropolitana,Estándar,App,Empresarial,7.4,76
41814,O_Higgins,Empresarial,Sucursal,Empresarial,5.4,22
41815,Antofagasta,Premium,App,Residencial,7.9,41
41816,Los Lagos,Básico,Sucursal,Pyme,5.6,10
41817,Atacama,Estándar,App,Pyme,8.8,14
41818,Metropolitana,Estándar,Telefónico,Residencial,8.8,74
41819,Maule,Básico,Telefónico,Residencial,7.5,45
41820,Valparaíso,Básico,App,Empresarial,6.8,57
41821,O_Higgins,Básico,Web,Residencial,4.1,11
41822,Araucanía,Básico,App,Residencial,9.2,9
41823,Maule,Estándar,Web,Pyme,9.3,30
41824,Metropolitana,Premium,Telefónico,Residencial,8.8,43
41825,Atacama,Básico,Web,Residencial,5.2,44
41826,O_Higgins,Empresarial,App,Residencial,5.7,61
41827,Antofagasta,Estándar,Sucursal,Empresarial,4.4,23
41828,Atacama,Empresarial,App,Residencial,5.8,51
41829,Metropolitana,Básico,Telefónico,Empresarial,9.7,11
41830,Atacama,Premium,Web,Residencial,7.7,61
41831,Atacama,Básico,App,Residencial,5.4,26
41832,Araucanía,Básico,Sucursal,Residencial,7.5,16
41833,Maule,Básico,Sucursal,Residencial,5.1,25
41834,Metropolitana,Empresarial,Sucursal,Pyme,9.3,22
41835,Antofagasta,Básico,Sucursal,Residencial,7.2,55
41836,Coquimbo,Básico,Sucursal,Residencial,6.1,13
41837,Antofagasta,Premium,App,Empresarial,6.0,7
41838,Valparaíso,Básico,Sucursal,Pyme,7.2,39
41839,Valparaíso,Premium,App,Residencial,7.0,19
41840,Biobío,Básico,Telefónico,Residencial,5.1,68
41841,O_Higgins,Empresarial,Sucursal,Empresarial,9.2,41
41842,Biobío,Estándar,Telefónico,Residencial,6.3,55
41843,O_Higgins,Básico,App,Residencial,6.6,27
41844,Maule,Estándar,Telefónico,Empresarial,6.1,30
41845,Los Lagos,Básico,Telefónico,Residencial,4.9,74
41846,Coquimbo,Estándar,App,Pyme,7.3,77
41847,Biobío,Estándar,Sucursal,Pyme,5.4,76
41848,Los Lagos,Estándar,Sucursal,Pyme,8.0,38
41849,Maule,Estándar,Telefónico,Empresarial,8.7,23
41850,Maule,Básico,App,Residencial,7.7,81
41851,O_Higgins,Básico,Sucursal,Residencial,2.3,76
41852,Biobío,Estándar,Web,Empresarial,7.8,70
