id_estudiante,sede,region,modalidad,jornada,programa,anio_cursado
EST041495,LOS02,Los Lagos,A distancia,Vespertino,Enfermería,1
EST041496,LOS02,Los Lagos,Presencial,Diurno,Gastronomía,4
EST041497,LOS02,Los Lagos,Presencial,Vespertino,Enfermería,3
EST041498,LOS02,Los Lagos,Presencial,Diurno,Electricidad,2
EST041499,LOS02,Los Lagos,Presencial,Vespertino,Informática,3
EST041500,LOS02,Los Lagos,Presencial,Vespertino,Informática,3
EST041501,LOS02,Los Lagos,Presencial,Vespertino,Diseño Gráfico,1
EST041502,LOS02,Los Lagos,A distancia,Diurno,Administración,1
EST041503,LOS02,Los Lagos,A distancia,Vespertino,Mecánica Automotriz,2
EST041504,LOS02,Los Lagos,Presencial,Vespertino,Diseño Gráfico,1
EST041505,LOS02,Los Lagos,A distancia,Diurno,Contabilidad,1
EST041506,LOS02,Los Lagos,Presencial,Vespertino,Diseño Gráfico,2
EST041507,LOS02,Los Lagos,A distancia,Vespertino,Contabilidad,4
EST041508,LOS02,Los Lagos,A distancia,Vespertino,Diseño Gráfico,1
EST041509,LOS02,Los Lagos,Presencial,Vespertino,Marketing Digital,1
EST041510,LOS02,Los Lagos,A distancia,Vespertino,Contabilidad,4
EST041511,LOS02,Los Lagos,Presencial,Diurno,Informática,4
EST041512,LOS02,Los Lagos,Presencial,Vespertino,Marketing Digital,4
EST041513,LOS02,Los Lagos,A distancia,Diurno,Logística,3
EST041514,LOS02,Los Lagos,Presencial,Diurno,Marketing Digital,2
EST041515,LOS02,Los Lagos,A distancia,Vespertino,Mecánica Automotriz,1
EST041516,LOS02,Los Lagos,Presencial,Diurno,Administración,3
EST041517,LOS02,Los Lagos,Presencial,Diurno,Gastronomía,3
EST041518,LOS02,Los Lagos,Presencial,Diurno,Mecánica Automotriz,3
EST041519,LOS02,Los Lagos,A distancia,Vespertino,Diseño Gráfico,1
EST041520,LOS02,Los Lagos,Presencial,Vespertino,Gastronomía,2
EST041521,LOS02,Los Lagos,A distancia,Vespertino,Mecánica Automotriz,4
EST041522,LOS02,Los Lagos,Presencial,Vespertino,Diseño Gráfico,1
EST041523,LOS02,Los Lagos,A distancia,Diurno,Electricidad,2
EST041524,LOS02,Los Lagos,Presencial,Vespertino,Informática,1
EST041525,LOS02,Los Lagos,Presencial,Vespertino,Logística,1
EST041526,LOS02,Los Lagos,Presencial,Diurno,Contabilidad,4
EST041527,LOS02,Los Lagos,A distancia,Diurno,Administración,2
EST041528,LOS02,Los Lagos,Presencial,Vespertino,Diseño Gráfico,2
EST041529,LOS02,Los Lagos,Presencial,Vespertino,Mecánica Automotriz,3
EST041530,LOS02,Los Lagos,A distancia,Vespertino,Logística,2
EST041531,LOS02,Los Lagos,Presencial,Vespertino,Enfermería,3
EST041532,LOS02,Los Lagos,Presencial,Vespertino,Marketing Digital,2
EST041533,LOS02,Los Lagos,Presencial,Vespertino,Logística,1
EST041534,LOS02,Los Lagos,Presencial,Vespertino,Marketing Digital,4
EST041535,LOS02,Los Lagos,Presencial,Vespertino,Mecánica Automotriz,4
EST041536,LOS02,Los Lagos,Presencial,Vespertino,Enfermería,4
EST041537,LOS02,Los Lagos,Presencial,Diurno,Administración,1
EST041538,LOS02,Los Lagos,Presencial,Diurno,Diseño Gráfico,1
EST041539,LOS02,Los Lagos,A distancia,Diurno,Gastronomía,4
EST041540,LOS02,Los Lagos,Presencial,Diurno,Administración,3
EST041541,LOS02,Los Lagos,Presencial,Diurno,Marketing Digital,1
EST041542,LOS02,Los Lagos,Presencial,Vespertino,Gastronomía,3
EST041543,LOS02,Los Lagos,A distancia,Diurno,Informática,2
EST041544,LOS02,Los Lagos,A distancia,Vespertino,Marketing Digital,3
EST041545,LOS02,Los Lagos,Presencial,Diurno,Mecánica Automotriz,2
EST041546,LOS02,Los Lagos,Presencial,Diurno,Logística,4
EST041547,LOS02,Los Lagos,Presencial,Diurno,Administración,1
EST041548,LOS02,Los Lagos,A distancia,Diurno,Enfermería,2
EST041549,LOS02,Los Lagos,A distancia,Vespertino,Administración,3
EST041550,LOS02,Los Lagos,A distancia,Diurno,Logística,2
EST041551,LOS02,Los Lagos,Presencial,Vespertino,Enfermería,2
EST041552,LOS02,Los Lagos,Presencial,Diurno,Diseño Gráfico,1
EST041553,LOS02,Los Lagos,A distancia,Diurno,Mecánica Automotriz,2
EST041554,LOS02,Los Lagos,Presencial,Diurno,Informática,4
EST041555,LOS02,Los Lagos,A distancia,Diurno,Marketing Digital,2
EST041556,LOS02,Los Lagos,Presencial,Vespertino,Marketing Digital,2
EST041557,LOS02,Los Lagos,Presencial,Vespertino,Informática,1
EST041558,LOS02,Los Lagos,A distancia,Diurno,Informática,2
EST041559,LOS02,Los Lagos,Presencial,Diurno,Gastronomía,1
EST041560,LOS02,Los Lagos,A distancia,Vespertino,Enfermería,2
EST041561,LOS02,Los Lagos,A distancia,Diurno,Administración,4
EST041562,LOS02,Los Lagos,Presencial,Diurno,Enfermería,4
EST041563,LOS02,Los Lagos,A distancia,Diurno,Gastronomía,2
EST041564,LOS02,Los Lagos,Presencial,Vespertino,Diseño Gráfico,4
EST041565,LOS02,Los Lagos,A distancia,Vespertino,Gastronomía,4
EST041566,LOS02,Los Lagos,Presencial,Diurno,Informática,3
EST041567,LOS02,Los Lagos,Presencial,Vespertino,Administración,1
EST041568,LOS02,Los Lagos,Presencial,Vespertino,Administración,3
EST041569,LOS02,Los Lagos,Presencial,Diurno,Administración,3
EST041570,LOS02,Los Lagos,A distancia,Diurno,Logística,3
EST041571,LOS02,Los Lagos,Presencial,Diurno,Mecánica Automotriz,4
EST041572,LOS02,Los Lagos,Presencial,Vespertino,Mecánica Automotriz,2
EST041573,LOS02,Los Lagos,Presencial,Diurno,Electricidad,2
EST041574,LOS02,Los Lagos,A distancia,Vespertino,Administración,2
EST041575,LOS02,Los Lagos,Presencial,Diurno,Administración,1
EST041576,LOS02,Los Lagos,Presencial,Diurno,Informática,3
EST041577,LOS02,Los Lagos,A distancia,Diurno,Gastronomía,2
EST041578,LOS02,Los Lagos,A distancia,Vespertino,Marketing Digital,2
EST041579,LOS02,Los Lagos,Presencial,Diurno,Logística,4
EST041580,LOS02,Los Lagos,A distancia,Vespertino,Mecánica Automotriz,4
EST041581,LOS02,Los Lagos,A distancia,Vespertino,Marketing Digital,4
EST041582,LOS02,Los Lagos,Presencial,Vespertino,Electricidad,1
EST041583,LOS02,Los Lagos,Presencial,Diurno,Marketing Digital,4
EST041584,LOS02,Los Lagos,A distancia,Diurno,Enfermería,3
EST041585,LOS02,Los Lagos,Presencial,Vespertino,Diseño Gráfico,3
EST041586,LOS02,Los Lagos,A distancia,Vespertino,Contabilidad,4
EST041587,LOS02,Los Lagos,Presencial,Diurno,Informática,1
EST041588,LOS02,Los Lagos,Presencial,Vespertino,Contabilidad,1
EST041589,LOS02,Los Lagos,Presencial,Diurno,Electricidad,3
EST041590,LOS02,Los Lagos,Presencial,Diurno,Gastronomía,1
EST041591,LOS02,Los Lagos,Presencial,Diurno,Electricidad,3
EST041592,LOS02,Los Lagos,A distancia,Diurno,Diseño Gráfico,2
EST041593,LOS02,Los Lagos,Presencial,Diurno,Administración,2
EST041594,LOS02,Los Lagos,Presencial,Vespertino,Informática,2
EST041595,LOS02,Los Lagos,Presencial,Vespertino,Contabilidad,3
EST041596,LOS02,Los Lagos,A distancia,Diurno,Enfermería,1
EST041597,LOS02,Los Lagos,A distancia,Diurno,Administración,1
EST041598,LOS02,Los Lagos,A distancia,Diurno,Electricidad,1
EST041599,LOS02,Los Lagos,Presencial,Vespertino,Mecánica Automotriz,4
EST041600,LOS02,Los Lagos,A distancia,Diurno,Marketing Digital,2
EST041601,LOS02,Los Lagos,Presencial,Diurno,Logística,4
EST041602,LOS02,Los Lagos,A distancia,Diurno,Enfermería,3
EST041603,LOS02,Los Lagos,A distancia,Diurno,Diseño Gráfico,2
EST041604,LOS02,Los Lagos,Presencial,Diurno,Contabilidad,3
EST041605,LOS02,Los Lagos,A distancia,Vespertino,Mecánica Automotriz,4
EST041606,LOS02,Los Lagos,Presencial,Diurno,Enfermería,2
EST041607,LOS02,Los Lagos,A distancia,Vespertino,Contabilidad,1
EST041608,LOS02,Los Lagos,A distancia,Vespertino,Informática,3
EST041609,LOS02,Los Lagos,Presencial,Diurno,Electricidad,2
EST041610,LOS02,Los Lagos,Presencial,Diurno,Diseño Gráfico,3
EST041611,LOS02,Los Lagos,Presencial,Diurno,Gastronomía,3
EST041612,LOS02,Los Lagos,A distancia,Diurno,Gastronomía,4
EST041613,LOS02,Los Lagos,Presencial,Diurno,Diseño Gráfico,4
EST041614,LOS02,Los Lagos,A distancia,Diurno,Enfermería,2
EST041615,LOS02,Los Lagos,Presencial,Vespertino,Logística,1
EST041616,LOS02,Los Lagos,A distancia,Diurno,Marketing Digital,2
EST041617,LOS02,Los Lagos,Presencial,Diurno,Informática,2
EST041618,LOS02,Los Lagos,Presencial,Diurno,Electricidad,2
EST041619,LOS02,Los Lagos,Presencial,Vespertino,Administración,1
EST041620,LOS02,Los Lagos,A distancia,Diurno,Electricidad,4
EST041621,LOS02,Los Lagos,A distancia,Diurno,Contabilidad,4
EST041622,LOS02,Los Lagos,A distancia,Diurno,Administración,4
EST041623,LOS02,Los Lagos,A distancia,Vespertino,Mecánica Automotriz,1
EST041624,LOS02,Los Lagos,Presencial,Diurno,Informática,3
EST041625,LOS02,Los Lagos,Presencial,Diurno,Mecánica Automotriz,1
EST041626,LOS02,Los Lagos,A distancia,Diurno,Electricidad,3
EST041627,LOS02,Los Lagos,Presencial,Diurno,Mecánica Automotriz,4
EST041628,LOS02,Los Lagos,A distancia,Vespertino,Diseño Gráfico,1
EST041629,LOS02,Los Lagos,Presencial,Vespertino,Enfermería,4
EST041630,LOS02,Los Lagos,Presencial,Vespertino,Diseño Gráfico,1
EST041631,LOS02,Los Lagos,A distancia,Vespertino,Diseño Gráfico,2
EST041632,LOS02,Los Lagos,A distancia,Vespertino,Logística,4
EST041633,LOS02,Los Lagos,Presencial,Diurno,Informática,1
EST041634,LOS02,Los Lagos,A distancia,Diurno,Informática,1
EST041635,LOS02,Los Lagos,Presencial,Vespertino,Administración,3
EST041636,LOS02,Los Lagos,Presencial,Vespertino,Gastronomía,2
EST041637,LOS02,Los Lagos,Presencial,Diurno,Enfermería,3
EST041638,LOS02,Los Lagos,A distancia,Vespertino,Mecánica Automotriz,3
EST041639,LOS02,Los Lagos,Presencial,Diurno,Electricidad,2
EST041640,LOS02,Los Lagos,Presencial,Diurno,Marketing Digital,1
EST041641,LOS02,Los Lagos,Presencial,Diurno,Informática,1
EST041642,LOS02,Los Lagos,Presencial,Diurno,Informática,4
EST041643,LOS02,Los Lagos,Presencial,Vespertino,Diseño Gráfico,3
EST041644,LOS02,Los Lagos,Presencial,Diurno,Enfermería,3
EST041645,LOS02,Los Lagos,A distancia,Vespertino,Contabilidad,3
EST041646,LOS02,Los Lagos,Presencial,Vespertino,Mecánica Automotriz,1
EST041647,LOS02,Los Lagos,Presencial,Diurno,Logística,4
EST041648,LOS02,Los Lagos,Presencial,Diurno,Gastronomía,3
EST041649,LOS02,Los Lagos,Presencial,Vespertino,Gastronomía,4
EST041650,LOS02,Los Lagos,A distancia,Vespertino,Gastronomía,2
EST041651,LOS02,Los Lagos,A distancia,Diurno,Enfermería,4
EST041652,LOS02,Los Lagos,Presencial,Diurno,Contabilidad,1
EST041653,LOS02,Los Lagos,A distancia,Vespertino,Enfermería,3
EST041654,LOS02,Los Lagos,Presencial,Diurno,Administración,4
EST041655,LOS02,Los Lagos,A distancia,Vespertino,Logística,1
EST041656,LOS02,Los Lagos,Presencial,Diurno,Logística,4
EST041657,LOS02,Los Lagos,Presencial,Vespertino,Gastronomía,3
EST041658,LOS02,Los Lagos,A distancia,Vespertino,Enfermería,2
EST041659,LOS02,Los Lagos,Presencial,Diurno,Contabilidad,2
EST041660,LOS02,Los Lagos,Presencial,Diurno,Marketing Digital,3
EST041661,LOS02,Los Lagos,A distancia,Vespertino,Logística,2
EST041662,LOS02,Los Lagos,Presencial,Vespertino,Marketing Digital,1
EST041663,LOS02,Los Lagos,Presencial,Diurno,Diseño Gráfico,1
EST041664,LOS02,Los Lagos,Presencial,Diurno,Enfermería,4
EST041665,LOS02,Los Lagos,A distancia,Diurno,Marketing Digital,1
EST041666,LOS02,Los Lagos,Presencial,Diurno,Contabilidad,2
EST041667,LOS02,Los Lagos,A distancia,Diurno,Logística,1
EST041668,LOS02,Los Lagos,Presencial,Diurno,Gastronomía,3
EST041669,LOS02,Los Lagos,A distancia,Diurno,Diseño Gráfico,2
EST041670,LOS02,Los Lagos,Presencial,Diurno,Mecánica Automotriz,1
EST041671,LOS02,Los Lagos,A distancia,Vespertino,Electricidad,2
EST041672,LOS02,Los Lagos,A distancia,Diurno,Contabilidad,3
EST041673,LOS02,Los Lagos,Presencial,Diurno,Gastronomía,3
EST041674,LOS02,Los Lagos,Presencial,Vespertino,Enfermería,4
EST041675,LOS02,Los Lagos,A distancia,Diurno,Enfermería,4
EST041676,LOS02,Los Lagos,Presencial,Diurno,Diseño Gráfico,3
EST041677,LOS02,Los Lagos,A distancia,Vespertino,Contabilidad,2
EST041678,LOS02,Los Lagos,Presencial,Diurno,Administración,4
EST041679,LOS02,Los Lagos,A distancia,Vespertino,Contabilidad,1
EST041680,LOS02,Los Lagos,A distancia,Vespertino,Marketing Digital,3
EST041681,LOS02,Los Lagos,A distancia,Diurno,Informática,2
EST041682,LOS02,Los Lagos,Presencial,Diurno,Contabilidad,3
EST041683,LOS02,Los Lagos,Presencial,Diurno,Marketing Digital,4
EST041684,LOS02,Los Lagos,Presencial,Vespertino,Logística,4
EST041685,LOS02,Los Lagos,A distancia,Diurno,Administración,2
EST041686,LOS02,Los Lagos,A distancia,Vespertino,Logística,2
EST041687,LOS02,Los Lagos,Presencial,Diurno,Mecánica Automotriz,3
EST041688,LOS02,Los Lagos,Presencial,Vespertino,Informática,2
EST041689,LOS02,Los Lagos,A distancia,Vespertino,Gastronomía,3
EST041690,LOS02,Los Lagos,Presencial,Vespertino,Diseño Gráfico,3
EST041691,LOS02,Los Lagos,Presencial,Vespertino,Enfermería,4
EST041692,LOS02,Los Lagos,A distancia,Vespertino,Informática,2
EST041693,LOS02,Los Lagos,Presencial,Vespertino,Gastronomía,4
EST041694,LOS02,Los Lagos,Presencial,Diurno,Diseño Gráfico,3
EST041695,LOS02,Los Lagos,Presencial,Diurno,Mecánica Automotriz,1
EST041696,LOS02,Los Lagos,A distancia,Diurno,Enfermería,1
EST041697,LOS02,Los Lagos,Presencial,Diurno,Administración,1
EST041698,LOS02,Los Lagos,A distancia,Diurno,Logística,2
EST041699,LOS02,Los Lagos,Presencial,Vespertino,Contabilidad,3
EST041700,LOS02,Los Lagos,A distancia,Vespertino,Gastronomía,1
EST041701,LOS02,Los Lagos,A distancia,Vespertino,Marketing Digital,1
EST041702,LOS02,Los Lagos,Presencial,Diurno,Marketing Digital,3
EST041703,LOS02,Los Lagos,Presencial,Vespertino,Gastronomía,3
EST041704,LOS02,Los Lagos,A distancia,Diurno,Diseño Gráfico,2
EST041705,LOS02,Los Lagos,Presencial,Diurno,Gastronomía,1
EST041706,LOS02,Los Lagos,A distancia,Diurno,Logística,3
EST041707,LOS02,Los Lagos,Presencial,Diurno,Logística,2
EST041708,LOS02,Los Lagos,Presencial,Vespertino,Mecánica Automotriz,2
EST041709,LOS02,Los Lagos,Presencial,Vespertino,Gastronomía,2
EST041710,LOS02,Los Lagos,A distancia,Diurno,Mecánica Automotriz,1
EST041711,LOS02,Los Lagos,A distancia,Diurno,Gastronomía,2
EST041712,LOS02,Los Lagos,Presencial,Diurno,Contabilidad,3
EST041713,LOS02,Los Lagos,Presencial,Diurno,Administración,1
EST041714,LOS02,Los Lagos,A distancia,Vespertino,Informática,4
EST041715,LOS02,Los Lagos,Presencial,Diurno,Administración,4
EST041716,LOS02,Los Lagos,Presencial,Diurno,Gastronomía,3
EST041717,LOS02,Los Lagos,A distancia,Vespertino,Enfermería,1
EST041718,LOS02,Los Lagos,Presencial,Diurno,Electricidad,4
EST041719,LOS02,Los Lagos,Presencial,Vespertino,Gastronomía,4
EST041720,LOS02,Los Lagos,A distancia,Diurno,Enfermería,3
EST041721,LOS02,Los Lagos,A distancia,Diurno,Logística,1
EST041722,LOS02,Los Lagos,A distancia,Diurno,Administración,4
EST041723,LOS02,Los Lagos,Presencial,Diurno,Marketing Digital,3
EST041724,LOS02,Los Lagos,A distancia,Diurno,Gastronomía,3
EST041725,LOS02,Los Lagos,Presencial,Diurno,Informática,3
EST041726,LOS02,Los Lagos,Presencial,Vespertino,Mecánica Automotriz,4
EST041727,LOS02,Los Lagos,Presencial,Diurno,Mecánica Automotriz,3
EST041728,LOS02,Los Lagos,Presencial,Vespertino,Contabilidad,2
EST041729,LOS02,Los Lagos,Presencial,Diurno,Diseño Gráfico,1
EST041730,LOS02,Los Lagos,Presencial,Diurno,Diseño Gráfico,2
EST041731,LOS02,Los Lagos,Presencial,Vespertino,Administración,2
EST041732,LOS02,Los Lagos,Presencial,Diurno,Enfermería,3
EST041733,LOS02,Los Lagos,A distancia,Vespertino,Electricidad,4
EST041734,LOS02,Los Lagos,Presencial,Diurno,Administración,1
EST041735,LOS02,Los Lagos,Presencial,Vespertino,Diseño Gráfico,4
EST041736,LOS02,Los Lagos,A distancia,Diurno,Enfermería,1
EST041737,LOS02,Los Lagos,Presencial,Vespertino,Informática,3
EST041738,LOS02,Los Lagos,Presencial,Vespertino,Administración,3
EST041739,LOS02,Los Lagos,Presencial,Diurno,Diseño Gráfico,1
EST041740,LOS02,Los Lagos,A distancia,Diurno,Electricidad,1
EST041741,LOS02,Los Lagos,Presencial,Vespertino,Contabilidad,2
EST041742,LOS02,Los Lagos,Presencial,Diurno,Administración,4
EST041743,LOS02,Los Lagos,A distancia,Diurno,Gastronomía,2
EST041744,LOS02,Los Lagos,Presencial,Diurno,Enfermería,4
EST041745,LOS02,Los Lagos,Presencial,Diurno,Administración,3
EST041746,LOS02,Los Lagos,Presencial,Vespertino,Informática,1
EST041747,LOS02,Los Lagos,Presencial,Vespertino,Electricidad,3
EST041748,LOS02,Los Lagos,A distancia,Diurno,Mecánica Automotriz,2
EST041749,LOS02,Los Lagos,Presencial,Vespertino,Diseño Gráfico,1
EST041750,LOS02,Los Lagos,Presencial,Diurno,Diseño Gráfico,4
EST041751,LOS02,Los Lagos,Presencial,Vespertino,Logística,3
EST041752,LOS02,Los Lagos,Presencial,Diurno,Mecánica Automotriz,1
EST041753,LOS02,Los Lagos,A distancia,Diurno,Contabilidad,2
EST041754,LOS02,Los Lagos,Presencial,Vespertino,Diseño Gráfico,1
EST041755,LOS02,Los Lagos,Presencial,Vespertino,Gastronomía,4
EST041756,LOS02,Los Lagos,Presencial,Diurno,Gastronomía,4
EST041757,LOS02,Los Lagos,Presencial,Vespertino,Enfermería,2
EST041758,LOS02,Los Lagos,A distancia,Diurno,Electricidad,3
EST041759,LOS02,Los Lagos,Presencial,Vespertino,Mecánica Automotriz,4
EST041760,LOS02,Los Lagos,Presencial,Diurno,Administración,3
EST041761,LOS02,Los Lagos,Presencial,Vespertino,Diseño Gráfico,3
EST041762,LOS02,Los Lagos,A distancia,Diurno,Administración,4
EST041763,LOS02,Los Lagos,Presencial,Vespertino,Enfermería,1
EST041764,LOS02,Los Lagos,A distancia,Diurno,Administración,4
EST041765,LOS02,Los Lagos,Presencial,Diurno,Enfermería,3
EST041766,LOS02,Los Lagos,Presencial,Diurno,Administración,3
EST041767,LOS02,Los Lagos,Presencial,Diurno,Diseño Gráfico,3
EST041768,LOS02,Los Lagos,Presencial,Diurno,Administración,1
EST041769,LOS02,Los Lagos,Presencial,Diurno,Marketing Digital,2
EST041770,LOS02,Los Lagos,Presencial,Diurno,Marketing Digital,2
EST041771,LOS02,Los Lagos,Presencial,Vespertino,Marketing Digital,2
EST041772,LOS02,Los Lagos,Presencial,Vespertino,Gastronomía,4
EST041773,LOS02,Los Lagos,Presencial,Diurno,Logística,1
EST041774,LOS02,Los Lagos,A distancia,Vespertino,Diseño Gráfico,3
EST041775,LOS02,Los Lagos,A distancia,Diurno,Diseño Gráfico,2
EST041776,LOS02,Los Lagos,Presencial,Vespertino,Enfermería,1
EST041777,LOS02,Los Lagos,Presencial,Diurno,Electricidad,1
EST041778,LOS02,Los Lagos,Presencial,Vespertino,Enfermería,2
EST041779,LOS02,Los Lagos,Presencial,Diurno,Marketing Digital,1
EST041780,LOS02,Los Lagos,Presencial,Vespertino,Informática,4
EST041781,LOS02,Los Lagos,Presencial,Vespertino,Gastronomía,1
EST041782,LOS02,Los Lagos,A distancia,Diurno,Electricidad,2
EST041783,LOS02,Los Lagos,Presencial,Diurno,Gastronomía,4
EST041784,LOS02,Los Lagos,A distancia,Vespertino,Contabilidad,2
EST041785,LOS02,Los Lagos,A distancia,Diurno,Enfermería,1
EST041786,LOS02,Los Lagos,Presencial,Vespertino,Informática,4
EST041787,LOS02,Los Lagos,Presencial,Vespertino,Gastronomía,1
EST041788,LOS02,Los Lagos,Presencial,Diurno,Enfermería,1
EST041789,LOS02,Los Lagos,Presencial,Diurno,Contabilidad,2
EST041790,LOS02,Los Lagos,A distancia,Vespertino,Gastronomía,1
EST041791,LOS02,Los Lagos,Presencial,Diurno,Mecánica Automotriz,3
EST041792,LOS02,Los Lagos,Presencial,Vespertino,Mecánica Automotriz,1
EST041793,LOS02,Los Lagos,Presencial,Diurno,Contabilidad,1
EST041794,LOS02,Los Lagos,Presencial,Vespertino,Logística,2
EST041795,LOS02,Los Lagos,Presencial,Diurno,Logística,4
EST041796,LOS02,Los Lagos,Presencial,Vespertino,Contabilidad,2
EST041797,LOS02,Los Lagos,Presencial,Vespertino,Marketing Digital,3
EST041798,LOS02,Los Lagos,Presencial,Diurno,Electricidad,3
EST041799,LOS02,Los Lagos,Presencial,Diurno,Diseño Gráfico,4
EST041800,LOS02,Los Lagos,A distancia,Diurno,Logística,1
EST041801,LOS02,Los Lagos,Presencial,Vespertino,Contabilidad,4
EST041802,LOS02,Los Lagos,Presencial,Diurno,Informática,2
EST041803,LOS02,Los Lagos,Presencial,Vespertino,Gastronomía,3
EST041804,LOS02,Los Lagos,Presencial,Diurno,Mecánica Automotriz,3
EST041805,LOS02,Los Lagos,Presencial,Vespertino,Contabilidad,3
EST041806,LOS02,Los Lagos,Presencial,Diurno,Enfermería,4
EST041807,LOS02,Los Lagos,Presencial,Diurno,Enfermería,4
EST041808,LOS02,Los Lagos,Presencial,Vespertino,Diseño Gráfico,2
EST041809,LOS02,Los Lagos,A distancia,Diurno,Administración,1
EST041810,LOS02,Los Lagos,Presencial,Vespertino,Diseño Gráfico,1
EST041811,LOS02,Los Lagos,A distancia,Vespertino,Logística,1
EST041812,LOS02,Los Lagos,A distancia,Diurno,Informática,4
EST041813,LOS02,Los Lagos,Presencial,Diurno,Informática,1
EST041814,LOS02,Los Lagos,Presencial,Diurno,Administración,2
EST041815,LOS02,Los Lagos,A distancia,Diurno,Enfermería,2
EST041816,LOS02,Los Lagos,A distancia,Vespertino,Mecánica Automotriz,2
EST041817,LOS02,Los Lagos,Presencial,Vespertino,Gastronomía,1
EST041818,LOS02,Los Lagos,Presencial,Vespertino,Administración,4
EST041819,LOS02,Los Lagos,A distancia,Diurno,Logística,1
EST041820,LOS02,Los Lagos,Presencial,Vespertino,Informática,4
EST041821,LOS02,Los Lagos,A distancia,Vespertino,Gastronomía,2
EST041822,LOS02,Los Lagos,Presencial,Vespertino,Electricidad,3
EST041823,LOS02,Los Lagos,Presencial,Vespertino,Diseño Gráfico,3
EST041824,LOS02,Los Lagos,A distancia,Vespertino,Marketing Digital,1
EST041825,LOS02,Los Lagos,Presencial,Vespertino,Logística,1
EST041826,LOS02,Los Lagos,A distancia,Vespertino,Administración,4
EST041827,LOS02,Los Lagos,A distancia,Vespertino,Logística,1
EST041828,LOS02,Los Lagos,A distancia,Vespertino,Electricidad,4
EST041829,LOS02,Los Lagos,Presencial,Diurno,Mecánica Automotriz,2
EST041830,LOS02,Los Lagos,Presencial,Vespertino,Contabilidad,4
EST041831,LOS02,Los Lagos,A distancia,Diurno,Electricidad,2
EST041832,LOS02,Los Lagos,Presencial,Diurno,Contabilidad,3
EST041833,LOS02,Los Lagos,Presencial,Diurno,Informática,2
EST041834,LOS02,Los Lagos,Presencial,Vespertino,Informática,2
EST041835,LOS02,Los Lagos,Presencial,Vespertino,Electricidad,3
EST041836,LOS02,Los Lagos,A distancia,Vespertino,Electricidad,4
EST041837,LOS02,Los Lagos,Presencial,Vespertino,Administración,2
EST041838,LOS02,Los Lagos,Presencial,Diurno,Informática,2
EST041839,LOS02,Los Lagos,Presencial,Vespertino,Electricidad,2
EST041840,LOS02,Los Lagos,Presencial,Vespertino,Diseño Gráfico,4
EST041841,LOS02,Los Lagos,A distancia,Vespertino,Logística,2
EST041842,LOS02,Los Lagos,Presencial,Vespertino,Logística,3
EST041843,LOS02,Los Lagos,Presencial,Diurno,Diseño Gráfico,1
EST041844,LOS02,Los Lagos,Presencial,Diurno,Logística,3
EST041845,LOS02,Los Lagos,Presencial,Vespertino,Administración,4
EST041846,LOS02,Los Lagos,Presencial,Diurno,Administración,2
EST041847,LOS02,Los Lagos,Presencial,Vespertino,Marketing Digital,3
EST041848,LOS02,Los Lagos,Presencial,Vespertino,Diseño Gráfico,1
EST041849,LOS02,Los Lagos,Presencial,Diurno,Informática,4
EST041850,LOS02,Los Lagos,A distancia,Vespertino,Informática,3
EST041851,LOS02,Los Lagos,Presencial,Diurno,Gastronomía,2
EST041852,LOS02,Los Lagos,Presencial,Vespertino,Marketing Digital,1
EST041853,LOS02,Los Lagos,Presencial,Vespertino,Mecánica Automotriz,2
EST041854,LOS02,Los Lagos,Presencial,Vespertino,Diseño Gráfico,1
EST041855,LOS02,Los Lagos,Presencial,Vespertino,Administración,4
EST041856,LOS02,Los Lagos,A distancia,Diurno,Enfermería,4
EST041857,LOS02,Los Lagos,Presencial,Vespertino,Logística,3
EST041858,LOS02,Los Lagos,Presencial,Diurno,Enfermería,1
EST041859,LOS02,Los Lagos,Presencial,Diurno,Diseño Gráfico,2
EST041860,LOS02,Los Lagos,Presencial,Diurno,Gastronomía,1
EST041861,LOS02,Los Lagos,A distancia,Diurno,Gastronomía,3
EST041862,LOS02,Los Lagos,Presencial,Vespertino,Contabilidad,2
EST041863,LOS02,Los Lagos,A distancia,Diurno,Mecánica Automotriz,4
EST041864,LOS02,Los Lagos,Presencial,Diurno,Enfermería,2
EST041865,LOS02,Los Lagos,Presencial,Vespertino,Logística,1
EST041866,LOS02,Los Lagos,Presencial,Diurno,Informática,3
EST041867,LOS02,Los Lagos,A distancia,Vespertino,Electricidad,3
EST041868,LOS02,Los Lagos,Presencial,Diurno,Logística,4
EST041869,LOS02,Los Lagos,A distancia,Vespertino,Contabilidad,3
EST041870,LOS02,Los Lagos,Presencial,Diurno,Mecánica Automotriz,2
EST041871,LOS02,Los Lagos,Presencial,Diurno,Electricidad,2
EST041872,LOS02,Los Lagos,A distancia,Vespertino,Contabilidad,4
EST041873,LOS02,Los Lagos,A distancia,Diurno,Logística,2
EST041874,LOS02,Los Lagos,Presencial,Vespertino,Informática,2
EST041875,LOS02,Los Lagos,Presencial,Vespertino,Marketing Digital,3
EST041876,LOS02,Los Lagos,Presencial,Vespertino,Marketing Digital,3
EST041877,LOS02,Los Lagos,Presencial,Vespertino,Electricidad,3
EST041878,LOS02,Los Lagos,Presencial,Diurno,Diseño Gráfico,4
EST041879,LOS02,Los Lagos,Presencial,Diurno,Diseño Gráfico,2
EST041880,LOS02,Los Lagos,Presencial,Diurno,Marketing Digital,3
