id_viaje,fecha,origen,destino,tipo_bus,pasajeros,precio_clp,duracion_horas
VJ-05420,2024-08-13,La Serena,Concepción,Cama Premium,33,,6.5
VJ-05421,2024-08-13,La Serena,Concepción,Cama,37,20600.0,4.5
VJ-05422,2024-08-13,Valparaíso,Antofagasta,Semi-cama,31,12700.0,8.4
VJ-05423,2024-08-13,La Serena,Antofagasta,Semi-cama,32,,2.3
VJ-05424,2024-08-13,Concepción,Santiago,Cama Premium,27,26000.0,4.6
VJ-05425,2024-08-14,La Serena,Valparaíso,Semi-cama,34,15700.0,
VJ-05426,2024-08-14,Santiago,Concepción,Cama Premium,31,33000.0,9.1
VJ-05427,2024-08-14,Antofagasta,Iquique,Económico,41,7000.0,9.3
VJ-05428,2024-08-14,La Serena,Concepción,Cama Premium,43,25000.0,9.0
VJ-05429,2024-08-14,Temuco,Iquique,Económico,25,8000.0,6.5
VJ-05430,2024-08-14,Valparaíso,Concepción,Semi-cama,33,8100.0,8.8
VJ-05431,2024-08-14,Santiago,Temuco,Cama Premium,20,28400.0,9.9
VJ-05432,2024-08-14,Iquique,Valparaíso,Económico,30,9900.0,3.6
VJ-05433,2024-08-14,Puerto Montt,Temuco,Cama,22,23200.0,
VJ-05434,2024-08-14,Temuco,Antofagasta,Cama,41,16800.0,9.1
VJ-05435,2024-08-14,Valparaíso,La Serena,Semi-cama,23,13300.0,7.0
VJ-05436,2024-08-14,Valparaíso,Concepción,Cama Premium,29,26800.0,6.5
VJ-05437,2024-08-14,Temuco,Santiago,Semi-cama,27,,10.5
VJ-05438,2024-08-14,Valparaíso,Antofagasta,Económico,27,8100.0,6.2
VJ-05439,2024-08-14,Santiago,Temuco,Económico,42,7200.0,3.4
VJ-05440,2024-08-14,Temuco,La Serena,Cama Premium,36,27400.0,3.5
VJ-05441,2024-08-14,Santiago,La Serena,Semi-cama,33,14300.0,5.3
VJ-05442,2024-08-14,Santiago,Valparaíso,Semi-cama,32,12300.0,14.0
VJ-05443,2024-08-14,Concepción,Antofagasta,Cama Premium,33,26600.0,5.6
VJ-05444,2024-08-14,Concepción,Temuco,Económico,32,10400.0,5.6
VJ-05445,2024-08-14,Santiago,Valparaíso,Cama,37,21100.0,3.8
VJ-05446,2024-08-14,Temuco,La Serena,Semi-cama,31,15900.0,6.4
VJ-05447,2024-08-14,Santiago,La Serena,Cama Premium,44,22700.0,7.3
VJ-05448,2024-08-14,Santiago,Iquique,Cama Premium,31,30900.0,5.7
VJ-05449,2024-08-15,Santiago,Iquique,Cama Premium,43,24800.0,5.7
VJ-05450,2024-08-15,Santiago,Puerto Montt,Económico,38,8500.0,5.0
VJ-05451,2024-08-15,Valparaíso,Puerto Montt,Cama,45,18400.0,
VJ-05452,2024-08-15,Temuco,Concepción,Cama Premium,28,,3.0
VJ-05453,2024-08-15,Concepción,Iquique,Económico,30,7800.0,4.9
VJ-05454,2024-08-15,Valparaíso,Santiago,Semi-cama,22,14900.0,4.1
VJ-05455,2024-08-15,Santiago,La Serena,Económico,34,10900.0,2.9
VJ-05456,2024-08-15,Antofagasta,Temuco,Semi-cama,35,15000.0,4.5
VJ-05457,2024-08-15,Iquique,Concepción,Semi-cama,26,15700.0,2.1
VJ-05458,2024-08-15,La Serena,Santiago,Semi-cama,25,12900.0,4.2
VJ-05459,2024-08-15,Iquique,Temuco,Cama Premium,35,22900.0,8.9
VJ-05460,2024-08-15,Santiago,Valparaíso,Semi-cama,45,15900.0,8.5
VJ-05461,2024-08-15,Valparaíso,Puerto Montt,Económico,39,9300.0,6.6
VJ-05462,2024-08-15,Valparaíso,Puerto Montt,Semi-cama,42,,6.3
VJ-05463,2024-08-15,Santiago,Puerto Montt,Cama,26,17000.0,3.3
VJ-05464,2024-08-15,Concepción,Temuco,Semi-cama,41,17000.0,12.2
VJ-05465,2024-08-15,Concepción,Puerto Montt,Económico,37,7800.0,5.3
VJ-05466,2024-08-15,Temuco,Iquique,Cama Premium,31,29700.0,14.0
VJ-05467,2024-08-15,Valparaíso,Iquique,Cama Premium,31,22100.0,5.3
VJ-05468,2024-08-15,Iquique,Antofagasta,Cama,37,16100.0,5.8
VJ-05469,2024-08-15,La Serena,Antofagasta,Cama,25,22700.0,12.0
VJ-05470,2024-08-15,La Serena,Iquique,Semi-cama,24,14700.0,6.1
VJ-05471,2024-08-15,Santiago,La Serena,Semi-cama,26,11400.0,2.6
VJ-05472,2024-08-15,Valparaíso,Iquique,Semi-cama,43,12000.0,3.8
VJ-05473,2024-08-16,La Serena,Santiago,Semi-cama,34,13600.0,4.6
VJ-05474,2024-08-16,Valparaíso,Concepción,Cama,41,19600.0,7.2
VJ-05475,2024-08-16,Santiago,Antofagasta,Cama,21,18000.0,6.8
VJ-05476,2024-08-16,Temuco,Iquique,Cama Premium,27,24400.0,5.6
VJ-05477,2024-08-16,Valparaíso,Puerto Montt,Cama Premium,37,24200.0,7.4
VJ-05478,2024-08-16,Puerto Montt,Temuco,Semi-cama,29,11900.0,5.0
VJ-05479,2024-08-16,Antofagasta,Iquique,Semi-cama,33,15700.0,3.9
VJ-05480,2024-08-16,Puerto Montt,Santiago,Semi-cama,29,14400.0,
VJ-05481,2024-08-16,Valparaíso,Santiago,Económico,26,7000.0,
VJ-05482,2024-08-16,Puerto Montt,Iquique,Semi-cama,28,14700.0,10.6
VJ-05483,2024-08-16,Concepción,Iquique,Semi-cama,25,11600.0,3.2
VJ-05484,2024-08-16,Santiago,La Serena,Semi-cama,38,14700.0,8.0
VJ-05485,2024-08-16,La Serena,Iquique,Semi-cama,29,14600.0,6.8
VJ-05486,2024-08-16,Temuco,Santiago,Cama Premium,40,27800.0,5.6
VJ-05487,2024-08-16,Iquique,Temuco,Económico,38,,10.1
VJ-05488,2024-08-16,Santiago,Concepción,Semi-cama,31,12900.0,5.0
VJ-05489,2024-08-16,La Serena,Puerto Montt,Económico,33,7000.0,6.0
VJ-05490,2024-08-16,Concepción,La Serena,Económico,23,8200.0,14.0
VJ-05491,2024-08-16,Iquique,Concepción,Económico,26,6400.0,
VJ-05492,2024-08-16,Concepción,Iquique,Cama,30,20500.0,6.1
VJ-05493,2024-08-16,Antofagasta,La Serena,Semi-cama,20,13900.0,2.0
VJ-05494,2024-08-16,Santiago,Antofagasta,Cama,27,17800.0,7.7
VJ-05495,2024-08-16,Temuco,La Serena,Económico,26,10100.0,5.6
VJ-05496,2024-08-16,Antofagasta,Concepción,Semi-cama,37,11800.0,8.8
VJ-05497,2024-08-17,Santiago,La Serena,Semi-cama,35,11800.0,4.5
VJ-05498,2024-08-17,Valparaíso,Santiago,Cama,28,16200.0,6.2
VJ-05499,2024-08-17,Iquique,Valparaíso,Cama Premium,20,20400.0,9.5
VJ-05500,2024-08-17,Santiago,Temuco,Semi-cama,35,10600.0,
VJ-05501,2024-08-17,Temuco,Puerto Montt,Cama Premium,36,24100.0,7.5
VJ-05502,2024-08-17,Temuco,Santiago,Cama,26,14600.0,2.0
VJ-05503,2024-08-17,Valparaíso,Antofagasta,Cama Premium,25,28200.0,3.2
VJ-05504,2024-08-17,La Serena,Puerto Montt,Cama,32,15800.0,
VJ-05505,2024-08-17,Santiago,Iquique,Semi-cama,33,13100.0,10.8
VJ-05506,2024-08-17,Concepción,Antofagasta,Económico,27,,1.6
VJ-05507,2024-08-17,Valparaíso,Santiago,Semi-cama,38,12500.0,5.9
VJ-05508,2024-08-17,Santiago,Temuco,Cama,35,23900.0,7.5
VJ-05509,2024-08-17,Concepción,Antofagasta,Cama,34,19900.0,5.6
VJ-05510,2024-08-17,Concepción,Puerto Montt,Semi-cama,27,8100.0,
VJ-05511,2024-08-17,Santiago,Antofagasta,Semi-cama,44,11100.0,10.5
VJ-05512,2024-08-17,La Serena,Concepción,Semi-cama,27,16400.0,
VJ-05513,2024-08-17,Santiago,Iquique,Semi-cama,33,14400.0,6.2
VJ-05514,2024-08-17,Santiago,Puerto Montt,Económico,28,7100.0,5.5
VJ-05515,2024-08-17,Puerto Montt,Santiago,Cama,41,21200.0,3.2
VJ-05516,2024-08-17,Valparaíso,Antofagasta,Económico,44,8400.0,2.4
VJ-05517,2024-08-17,La Serena,Iquique,Cama Premium,33,30600.0,11.4
VJ-05518,2024-08-17,Santiago,La Serena,Semi-cama,38,13600.0,9.2
VJ-05519,2024-08-17,Santiago,Temuco,Semi-cama,31,13700.0,4.1
VJ-05520,2024-08-17,Santiago,Puerto Montt,Semi-cama,31,17600.0,9.8
VJ-05521,2024-08-18,La Serena,Temuco,Económico,23,7800.0,6.7
VJ-05522,2024-08-18,Temuco,Valparaíso,Cama,33,18700.0,4.1
VJ-05523,2024-08-18,Temuco,Concepción,Económico,34,8100.0,2.1
VJ-05524,2024-08-18,Santiago,Temuco,Económico,32,11500.0,6.5
VJ-05525,2024-08-18,Santiago,Concepción,Cama Premium,36,19500.0,4.8
VJ-05526,2024-08-18,Valparaíso,Temuco,Cama Premium,35,22200.0,14.0
VJ-05527,2024-08-18,Concepción,Temuco,Semi-cama,41,18900.0,5.7
VJ-05528,2024-08-18,La Serena,Temuco,Cama,25,23700.0,4.9
VJ-05529,2024-08-18,La Serena,Antofagasta,Cama Premium,35,22500.0,6.8
VJ-05530,2024-08-18,Santiago,La Serena,Cama,33,23500.0,7.9
VJ-05531,2024-08-18,Santiago,Antofagasta,Semi-cama,27,12900.0,9.2
VJ-05532,2024-08-18,Antofagasta,Santiago,Semi-cama,27,14700.0,8.9
VJ-05533,2024-08-18,Santiago,Iquique,Cama,22,20100.0,7.7
VJ-05534,2024-08-18,Santiago,Iquique,Cama Premium,37,32900.0,9.3
VJ-05535,2024-08-18,Puerto Montt,Concepción,Semi-cama,27,17300.0,3.2
VJ-05536,2024-08-18,Valparaíso,La Serena,Económico,32,7800.0,4.0
VJ-05537,2024-08-18,Concepción,Antofagasta,Semi-cama,28,16700.0,
VJ-05538,2024-08-18,La Serena,Antofagasta,Económico,33,5900.0,6.9
VJ-05539,2024-08-18,La Serena,Concepción,Económico,45,7800.0,14.0
VJ-05540,2024-08-18,La Serena,Santiago,Económico,29,8900.0,8.8
VJ-05541,2024-08-18,Concepción,Santiago,Cama Premium,32,26400.0,10.4
VJ-05542,2024-08-18,Santiago,Puerto Montt,Económico,41,9000.0,5.3
VJ-05543,2024-08-18,Santiago,Concepción,Cama,39,17000.0,3.4
VJ-05544,2024-08-18,Valparaíso,Antofagasta,Semi-cama,29,,4.2
VJ-05545,2024-08-19,Concepción,Antofagasta,Cama Premium,30,27300.0,7.5
VJ-05546,2024-08-19,Antofagasta,Temuco,Semi-cama,32,13600.0,6.9
VJ-05547,2024-08-19,Concepción,Antofagasta,Semi-cama,36,9000.0,6.9
VJ-05548,2024-08-19,Iquique,Valparaíso,Semi-cama,34,14600.0,7.2
VJ-05549,2024-08-19,Valparaíso,La Serena,Cama Premium,30,26900.0,
VJ-05550,2024-08-19,Valparaíso,Antofagasta,Semi-cama,34,13500.0,
VJ-05551,2024-08-19,Santiago,Concepción,Cama,33,20500.0,7.8
VJ-05552,2024-08-19,Antofagasta,Puerto Montt,Cama,28,21100.0,7.7
VJ-05553,2024-08-19,Temuco,Iquique,Semi-cama,28,13500.0,7.6
VJ-05554,2024-08-19,Antofagasta,Temuco,Semi-cama,22,,2.7
VJ-05555,2024-08-19,Santiago,Antofagasta,Semi-cama,34,17200.0,
VJ-05556,2024-08-19,La Serena,Santiago,Semi-cama,31,13800.0,11.3
VJ-05557,2024-08-19,La Serena,Puerto Montt,Económico,33,10000.0,7.0
VJ-05558,2024-08-19,Santiago,La Serena,Económico,24,8800.0,6.9
VJ-05559,2024-08-19,La Serena,Santiago,Semi-cama,31,13100.0,6.8
VJ-05560,2024-08-19,Valparaíso,Iquique,Semi-cama,35,12600.0,7.9
VJ-05561,2024-08-19,Santiago,Temuco,Semi-cama,35,16600.0,4.6
VJ-05562,2024-08-19,Santiago,Puerto Montt,Semi-cama,36,14500.0,14.0
VJ-05563,2024-08-19,Temuco,Valparaíso,Semi-cama,25,15900.0,6.1
VJ-05564,2024-08-19,Santiago,Puerto Montt,Semi-cama,31,11500.0,6.1
VJ-05565,2024-08-19,La Serena,Iquique,Semi-cama,29,16000.0,5.0
VJ-05566,2024-08-19,Concepción,Antofagasta,Cama Premium,33,28100.0,5.5
VJ-05567,2024-08-19,La Serena,Puerto Montt,Cama,30,13700.0,4.9
VJ-05568,2024-08-19,Santiago,Temuco,Cama,21,29900.0,5.5
VJ-05569,2024-08-20,Santiago,La Serena,Cama Premium,41,30800.0,1.8
VJ-05570,2024-08-20,Valparaíso,Concepción,Semi-cama,31,,4.2
VJ-05571,2024-08-20,Concepción,Santiago,Cama,28,,5.4
VJ-05572,2024-08-20,Santiago,Puerto Montt,Económico,28,,8.7
VJ-05573,2024-08-20,Temuco,Antofagasta,Semi-cama,30,11900.0,2.7
VJ-05574,2024-08-20,Temuco,Puerto Montt,Económico,44,7700.0,14.0
VJ-05575,2024-08-20,Antofagasta,La Serena,Semi-cama,33,11700.0,
VJ-05576,2024-08-20,Iquique,Santiago,Económico,24,9600.0,6.3
VJ-05577,2024-08-20,Santiago,Valparaíso,Cama,25,23800.0,5.3
VJ-05578,2024-08-20,Valparaíso,La Serena,Cama,31,23500.0,8.5
VJ-05579,2024-08-20,Concepción,Temuco,Cama,26,22200.0,8.8
VJ-05580,2024-08-20,Santiago,Iquique,Económico,33,5100.0,
VJ-05581,2024-08-20,Santiago,Temuco,Semi-cama,33,15600.0,9.7
VJ-05582,2024-08-20,La Serena,Antofagasta,Económico,21,7000.0,11.8
VJ-05583,2024-08-20,Santiago,Antofagasta,Económico,28,6100.0,
VJ-05584,2024-08-20,La Serena,Valparaíso,Cama,22,21400.0,3.5
VJ-05585,2024-08-20,Concepción,Santiago,Económico,21,7500.0,7.8
VJ-05586,2024-08-20,Santiago,Iquique,Cama,24,15800.0,9.0
VJ-05587,2024-08-20,Concepción,Valparaíso,Semi-cama,28,12700.0,12.1
VJ-05588,2024-08-20,Iquique,Temuco,Cama Premium,30,26700.0,5.3
VJ-05589,2024-08-20,Valparaíso,La Serena,Económico,38,7700.0,4.8
VJ-05590,2024-08-20,Temuco,Valparaíso,Cama,32,14900.0,4.9
VJ-05591,2024-08-20,Temuco,Puerto Montt,Semi-cama,25,11100.0,4.3
VJ-05592,2024-08-20,Concepción,Puerto Montt,Económico,32,,8.2
VJ-05593,2024-08-21,Iquique,Temuco,Económico,25,8000.0,6.0
VJ-05594,2024-08-21,Temuco,Valparaíso,Cama,30,14200.0,2.3
VJ-05595,2024-08-21,Antofagasta,Temuco,Cama,31,21500.0,4.1
VJ-05596,2024-08-21,Concepción,Iquique,Cama,25,24100.0,6.7
VJ-05597,2024-08-21,La Serena,Valparaíso,Semi-cama,29,10700.0,8.7
VJ-05598,2024-08-21,Santiago,Antofagasta,Semi-cama,31,,6.7
VJ-05599,2024-08-21,Valparaíso,Concepción,Cama,28,20600.0,14.0
VJ-05600,2024-08-21,Santiago,Iquique,Cama Premium,28,,4.8
VJ-05601,2024-08-21,Santiago,Antofagasta,Cama,28,19800.0,2.4
VJ-05602,2024-08-21,Valparaíso,Puerto Montt,Semi-cama,34,15600.0,6.7
VJ-05603,2024-08-21,Iquique,La Serena,Económico,37,9400.0,3.0
VJ-05604,2024-08-21,La Serena,Valparaíso,Cama,38,14400.0,4.2
VJ-05605,2024-08-21,Santiago,Iquique,Cama,44,16200.0,14.0
VJ-05606,2024-08-21,Valparaíso,Temuco,Semi-cama,32,13000.0,8.2
VJ-05607,2024-08-21,Iquique,Antofagasta,Semi-cama,33,12700.0,4.1
VJ-05608,2024-08-21,Santiago,La Serena,Económico,43,8800.0,6.2
VJ-05609,2024-08-21,La Serena,Antofagasta,Semi-cama,41,12100.0,9.2
VJ-05610,2024-08-21,Santiago,La Serena,Semi-cama,36,10600.0,6.6
VJ-05611,2024-08-21,Temuco,Concepción,Cama Premium,29,19700.0,11.6
VJ-05612,2024-08-21,Antofagasta,Iquique,Económico,35,8600.0,9.2
VJ-05613,2024-08-21,Temuco,Antofagasta,Cama,31,23600.0,9.3
VJ-05614,2024-08-21,La Serena,Valparaíso,Económico,35,9300.0,7.5
VJ-05615,2024-08-21,Santiago,Iquique,Semi-cama,30,16500.0,8.0
VJ-05616,2024-08-21,Valparaíso,Iquique,Cama,22,20400.0,4.0
VJ-05617,2024-08-22,Temuco,Concepción,Semi-cama,27,11800.0,10.9
VJ-05618,2024-08-22,Iquique,Puerto Montt,Cama Premium,45,30000.0,
VJ-05619,2024-08-22,Concepción,Temuco,Cama,26,20200.0,4.9
VJ-05620,2024-08-22,Valparaíso,Santiago,Cama,44,29100.0,11.2
VJ-05621,2024-08-22,Antofagasta,Valparaíso,Cama,36,21100.0,7.0
VJ-05622,2024-08-22,Concepción,Iquique,Económico,29,10100.0,4.9
VJ-05623,2024-08-22,Santiago,La Serena,Cama,43,18800.0,5.9
VJ-05624,2024-08-22,Santiago,Concepción,Económico,30,9000.0,7.1
VJ-05625,2024-08-22,Antofagasta,La Serena,Semi-cama,34,14400.0,5.8
VJ-05626,2024-08-22,Antofagasta,Concepción,Cama,32,,7.6
VJ-05627,2024-08-22,Concepción,Temuco,Cama Premium,28,19500.0,6.0
VJ-05628,2024-08-22,La Serena,Valparaíso,Semi-cama,23,17100.0,10.8
VJ-05629,2024-08-22,Santiago,Valparaíso,Económico,34,8600.0,3.0
VJ-05630,2024-08-22,Concepción,Temuco,Económico,27,7900.0,12.5
VJ-05631,2024-08-22,Santiago,Valparaíso,Económico,40,6900.0,5.9
VJ-05632,2024-08-22,Iquique,Santiago,Semi-cama,34,13500.0,
VJ-05633,2024-08-22,Concepción,Antofagasta,Económico,27,8300.0,8.6
VJ-05634,2024-08-22,Santiago,Iquique,Semi-cama,27,10900.0,6.0
VJ-05635,2024-08-22,La Serena,Temuco,Semi-cama,21,12300.0,7.8
VJ-05636,2024-08-22,Santiago,Iquique,Semi-cama,28,12400.0,
VJ-05637,2024-08-22,Iquique,Santiago,Semi-cama,32,14300.0,5.7
VJ-05638,2024-08-22,Valparaíso,Concepción,Cama Premium,33,27600.0,6.8
VJ-05639,2024-08-22,Concepción,Valparaíso,Económico,26,7500.0,4.3
VJ-05640,2024-08-22,Puerto Montt,La Serena,Semi-cama,23,16500.0,5.6
VJ-05641,2024-08-23,Temuco,La Serena,Semi-cama,27,15300.0,8.0
VJ-05642,2024-08-23,Concepción,Iquique,Semi-cama,31,11500.0,8.2
VJ-05643,2024-08-23,Temuco,Iquique,Semi-cama,29,,4.5
VJ-05644,2024-08-23,Puerto Montt,Iquique,Cama Premium,24,26100.0,4.2
VJ-05645,2024-08-23,Concepción,Temuco,Cama,34,17300.0,9.2
VJ-05646,2024-08-23,Concepción,Antofagasta,Económico,28,,6.3
VJ-05647,2024-08-23,Temuco,Antofagasta,Semi-cama,29,13300.0,3.5
VJ-05648,2024-08-23,Santiago,Valparaíso,Semi-cama,29,11800.0,10.9
VJ-05649,2024-08-23,Temuco,Santiago,Económico,38,8300.0,2.6
VJ-05650,2024-08-23,Valparaíso,Santiago,Cama,33,19100.0,7.3
VJ-05651,2024-08-23,Valparaíso,Iquique,Semi-cama,34,12500.0,2.9
VJ-05652,2024-08-23,Santiago,Valparaíso,Semi-cama,29,12900.0,2.6
VJ-05653,2024-08-23,Antofagasta,Iquique,Económico,33,7800.0,4.8
VJ-05654,2024-08-23,Antofagasta,Puerto Montt,Cama,34,18500.0,14.0
VJ-05655,2024-08-23,Temuco,Iquique,Cama Premium,30,29200.0,3.3
VJ-05656,2024-08-23,La Serena,Antofagasta,Semi-cama,35,10600.0,9.1
VJ-05657,2024-08-23,Valparaíso,Temuco,Cama Premium,33,25200.0,5.7
VJ-05658,2024-08-23,Santiago,Valparaíso,Semi-cama,24,15600.0,6.2
VJ-05659,2024-08-23,Valparaíso,Iquique,Cama,36,21300.0,2.1
VJ-05660,2024-08-23,Puerto Montt,Temuco,Semi-cama,38,18800.0,2.7
VJ-05661,2024-08-23,Santiago,Temuco,Económico,28,9900.0,7.5
VJ-05662,2024-08-23,Valparaíso,La Serena,Cama,34,24200.0,7.4
VJ-05663,2024-08-23,Santiago,Valparaíso,Cama Premium,38,27200.0,4.7
VJ-05664,2024-08-23,Valparaíso,Concepción,Semi-cama,38,11700.0,2.6
VJ-05665,2024-08-24,Antofagasta,Valparaíso,Semi-cama,29,12600.0,14.0
VJ-05666,2024-08-24,Iquique,Temuco,Cama,34,18700.0,9.6
VJ-05667,2024-08-24,Valparaíso,Temuco,Cama Premium,43,29600.0,5.7
VJ-05668,2024-08-24,La Serena,Iquique,Semi-cama,45,14200.0,14.0
VJ-05669,2024-08-24,Concepción,Santiago,Semi-cama,43,10800.0,5.8
VJ-05670,2024-08-24,Santiago,Concepción,Económico,36,10900.0,4.4
VJ-05671,2024-08-24,Temuco,Antofagasta,Cama,30,20000.0,6.3
VJ-05672,2024-08-24,Valparaíso,Concepción,Económico,26,,5.3
VJ-05673,2024-08-24,Concepción,Antofagasta,Semi-cama,34,16900.0,6.3
VJ-05674,2024-08-24,Valparaíso,La Serena,Económico,38,7100.0,11.0
VJ-05675,2024-08-24,Antofagasta,Puerto Montt,Semi-cama,33,15700.0,7.0
VJ-05676,2024-08-24,Concepción,Iquique,Cama Premium,38,26800.0,4.5
VJ-05677,2024-08-24,Concepción,Antofagasta,Cama Premium,34,27700.0,3.4
VJ-05678,2024-08-24,Valparaíso,Puerto Montt,Cama,26,22200.0,5.8
VJ-05679,2024-08-24,Santiago,Temuco,Cama,42,18700.0,5.8
VJ-05680,2024-08-24,Concepción,Puerto Montt,Semi-cama,32,14500.0,6.1
VJ-05681,2024-08-24,La Serena,Iquique,Cama,33,20600.0,6.4
VJ-05682,2024-08-24,Valparaíso,Puerto Montt,Económico,41,8500.0,5.5
VJ-05683,2024-08-24,Temuco,Valparaíso,Cama,29,15400.0,9.5
VJ-05684,2024-08-24,Santiago,La Serena,Semi-cama,23,9900.0,7.9
VJ-05685,2024-08-24,Iquique,Concepción,Cama Premium,35,37200.0,4.8
VJ-05686,2024-08-24,Concepción,La Serena,Semi-cama,38,14300.0,6.4
VJ-05687,2024-08-24,Temuco,La Serena,Cama Premium,32,30100.0,4.2
VJ-05688,2024-08-24,Santiago,Concepción,Cama,38,22000.0,3.5
VJ-05689,2024-08-25,Concepción,Antofagasta,Semi-cama,22,15000.0,11.2
VJ-05690,2024-08-25,Santiago,Temuco,Económico,34,7300.0,5.3
VJ-05691,2024-08-25,Concepción,Valparaíso,Cama,35,16100.0,4.3
VJ-05692,2024-08-25,La Serena,Puerto Montt,Económico,23,10400.0,3.9
VJ-05693,2024-08-25,Concepción,La Serena,Cama Premium,36,25400.0,6.0
VJ-05694,2024-08-25,Santiago,Concepción,Económico,34,9300.0,4.0
VJ-05695,2024-08-25,La Serena,Santiago,Económico,29,9600.0,6.4
VJ-05696,2024-08-25,Santiago,La Serena,Semi-cama,27,13600.0,8.0
VJ-05697,2024-08-25,La Serena,Iquique,Cama Premium,37,27100.0,9.2
VJ-05698,2024-08-25,Santiago,Puerto Montt,Cama Premium,34,28300.0,5.6
VJ-05699,2024-08-25,Santiago,La Serena,Semi-cama,26,15900.0,3.2
VJ-05700,2024-08-25,Concepción,Iquique,Semi-cama,37,12100.0,7.2
VJ-05701,2024-08-25,Iquique,Santiago,Semi-cama,39,11800.0,11.5
VJ-05702,2024-08-25,Antofagasta,Valparaíso,Económico,34,9300.0,2.9
VJ-05703,2024-08-25,Iquique,Puerto Montt,Económico,25,9800.0,7.7
VJ-05704,2024-08-25,Valparaíso,Santiago,Semi-cama,44,13600.0,7.9
VJ-05705,2024-08-25,Valparaíso,Temuco,Económico,30,9400.0,2.5
VJ-05706,2024-08-25,Concepción,La Serena,Cama,23,17800.0,
VJ-05707,2024-08-25,Valparaíso,Antofagasta,Económico,32,7000.0,6.8
VJ-05708,2024-08-25,Concepción,Santiago,Económico,25,6900.0,3.7
VJ-05709,2024-08-25,Santiago,Iquique,Cama,33,,9.7
VJ-05710,2024-08-25,Santiago,Iquique,Económico,41,,9.2
VJ-05711,2024-08-25,Santiago,La Serena,Semi-cama,26,12400.0,10.0
VJ-05712,2024-08-25,La Serena,Iquique,Semi-cama,30,14500.0,5.2
VJ-05713,2024-08-26,Valparaíso,Concepción,Semi-cama,26,10600.0,3.0
VJ-05714,2024-08-26,La Serena,Temuco,Cama,35,17800.0,4.5
VJ-05715,2024-08-26,Concepción,Valparaíso,Cama,39,21100.0,7.9
VJ-05716,2024-08-26,Valparaíso,Iquique,Semi-cama,32,16800.0,5.6
VJ-05717,2024-08-26,Santiago,Valparaíso,Cama Premium,26,23200.0,8.0
VJ-05718,2024-08-26,Iquique,Temuco,Cama,33,16000.0,
VJ-05719,2024-08-26,Valparaíso,Concepción,Económico,29,9900.0,6.6
VJ-05720,2024-08-26,Iquique,Puerto Montt,Económico,27,8800.0,5.5
VJ-05721,2024-08-26,Antofagasta,Concepción,Semi-cama,27,15800.0,5.3
VJ-05722,2024-08-26,Temuco,Puerto Montt,Económico,30,9700.0,2.1
VJ-05723,2024-08-26,Valparaíso,Concepción,Cama Premium,29,23600.0,1.9
VJ-05724,2024-08-26,Santiago,Puerto Montt,Económico,24,8100.0,5.7
VJ-05725,2024-08-26,Iquique,Concepción,Cama,33,,4.7
VJ-05726,2024-08-26,Temuco,Santiago,Económico,30,6700.0,11.2
VJ-05727,2024-08-26,Antofagasta,Valparaíso,Cama,40,19700.0,12.8
VJ-05728,2024-08-26,Concepción,Antofagasta,Semi-cama,41,14300.0,
VJ-05729,2024-08-26,Concepción,Antofagasta,Semi-cama,33,11800.0,4.0
VJ-05730,2024-08-26,Puerto Montt,Santiago,Cama,27,21200.0,5.7
VJ-05731,2024-08-26,Valparaíso,Concepción,Económico,38,8200.0,8.4
VJ-05732,2024-08-26,Concepción,Temuco,Cama Premium,25,28000.0,5.6
VJ-05733,2024-08-26,Antofagasta,Iquique,Semi-cama,35,14100.0,13.9
VJ-05734,2024-08-26,Iquique,Concepción,Cama,30,18400.0,4.0
VJ-05735,2024-08-26,Concepción,Santiago,Cama Premium,42,24400.0,2.9
VJ-05736,2024-08-26,Santiago,Concepción,Cama,31,19300.0,9.2
VJ-05737,2024-08-27,Santiago,Puerto Montt,Cama,30,15000.0,6.6
VJ-05738,2024-08-27,Valparaíso,Puerto Montt,Económico,32,7900.0,1.2
VJ-05739,2024-08-27,La Serena,Santiago,Semi-cama,42,11800.0,4.6
VJ-05740,2024-08-27,Iquique,Valparaíso,Semi-cama,30,16300.0,1.3
VJ-05741,2024-08-27,Concepción,Iquique,Cama,21,19400.0,4.7
VJ-05742,2024-08-27,Santiago,Temuco,Cama,36,20300.0,7.3
VJ-05743,2024-08-27,Temuco,La Serena,Semi-cama,34,14600.0,10.4
VJ-05744,2024-08-27,Santiago,Antofagasta,Semi-cama,30,13500.0,10.4
VJ-05745,2024-08-27,Temuco,Valparaíso,Cama,31,23100.0,7.1
VJ-05746,2024-08-27,Concepción,Puerto Montt,Semi-cama,27,13900.0,10.8
VJ-05747,2024-08-27,La Serena,Puerto Montt,Semi-cama,30,10600.0,14.0
VJ-05748,2024-08-27,Concepción,Iquique,Cama,42,15700.0,11.7
VJ-05749,2024-08-27,Santiago,Valparaíso,Económico,32,9300.0,6.5
VJ-05750,2024-08-27,Santiago,Antofagasta,Semi-cama,28,13800.0,7.7
VJ-05751,2024-08-27,Iquique,Santiago,Semi-cama,36,13400.0,5.3
VJ-05752,2024-08-27,Santiago,Iquique,Semi-cama,43,13300.0,3.2
VJ-05753,2024-08-27,Santiago,Temuco,Semi-cama,37,,7.8
VJ-05754,2024-08-27,Valparaíso,Temuco,Económico,29,8300.0,5.4
VJ-05755,2024-08-27,Temuco,Puerto Montt,Semi-cama,40,12400.0,2.9
